ID;Autor;Buch;Jahr
B3938;Charles Dickens;Oliver Twist;1855
B3939;Charles Dickens;Oliver Twist;1852
B3940;Mark Twain;The Adventures of Tom Sawyer;1878
B3941;Mark Twain;The Adventures of Tom Sawyer;1876
B3942;Mark Twain;The Adventures of Tom Sawyer;1896
B3943;Mark Twain;Adventures of Huckleberry Finn;1895
B3944;Mark Twain;Adventures of Huckleberry Finn;1905
B3945;Mark Twain;Adventures of Huckleberry Finn;1895
B3946;Virginia Woolf;Mrs Dalloway;1940
B3947;Virginia Woolf;Mrs Dalloway;1943
B3948;Virginia Woolf;Mrs Dalloway;1940
B3949;Virginia Woolf;Mrs Dalloway;1942
B3950;Virginia Woolf;Mrs Dalloway;1933
B3951;Virginia Woolf;To the Lighthouse;1932
B3952;Virginia Woolf;To the Lighthouse;1943
B3953;Virginia Woolf;To the Lighthouse;1927
B3954;Virginia Woolf;To the Lighthouse;1944
B3955;Virginia Woolf;Orlando;1937
B3956;Virginia Woolf;Orlando;1933
B3957;Virginia Woolf;Orlando;1941
B3958;J.R.R. Tolkien;The Hobbit;1942
B3959;J.R.R. Tolkien;The Hobbit;1950
B3960;J.R.R. Tolkien;The Hobbit;1952
B3961;J.R.R. Tolkien;The Hobbit;1953
B3962;J.R.R. Tolkien;The Hobbit;1952
B3963;J.R.R. Tolkien;The Fellowship of the Ring;1974
B3964;J.R.R. Tolkien;The Fellowship of the Ring;1965
B3965;J.R.R. Tolkien;The Fellowship of the Ring;1972
B3966;J.R.R. Tolkien;The Two Towers;1961
B3967;J.R.R. Tolkien;The Two Towers;1954
B3968;J.R.R. Tolkien;The Two Towers;1966
B3969;J.R.R. Tolkien;The Two Towers;1965
B3970;J.R.R. Tolkien;The Return of the King;1960
B3971;J.R.R. Tolkien;The Return of the King;1959
B3972;J.R.R. Tolkien;The Return of the King;1958
B3973;J.R.R. Tolkien;The Return of the King;1966
B3974;Agatha Christie;Murder on the Orient Express;1934
B3975;Agatha Christie;Murder on the Orient Express;1952
B3976;Agatha Christie;Murder on the Orient Express;1939
B3977;Agatha Christie;Murder on the Orient Express;1948
B3978;Agatha Christie;Murder on the Orient Express;1944
B3979;Agatha Christie;Death on the Nile;1942
B3980;Agatha Christie;Death on the Nile;1938
B3981;Agatha Christie;Death on the Nile;1954
B3982;Agatha Christie;Death on the Nile;1944
B3983;Agatha Christie;Death on the Nile;1952
B3984;Agatha Christie;The Murder of Roger Ackroyd;1926
B3985;Agatha Christie;The Murder of Roger Ackroyd;1945
B3986;Agatha Christie;The Murder of Roger Ackroyd;1938
B3987;Agatha Christie;The Murder of Roger Ackroyd;1939
B3988;Agatha Christie;The Murder of Roger Ackroyd;1938
B3989;Leo Tolstoy;War and Peace;1873
B3990;Leo Tolstoy;War and Peace;1873
B3991;Leo Tolstoy;Anna Karenina;1894
B3992;Leo Tolstoy;Anna Karenina;1888
B3993;Leo Tolstoy;Anna Karenina;1894
B3994;Leo Tolstoy;Anna Karenina;1894
B3995;Leo Tolstoy;Anna Karenina;1894
B3996;Stephen King;The Shining;1985
B3997;Stephen King;The Shining;1983
B3998;Stephen King;The Shining;1984
B3999;Stephen King;It;2001
B4000;Stephen King;It;1988
B4001;Stephen King;It;1994
B4002;Stephen King;It;2002
B4003;Stephen King;It;1998
B4004;Stephen King;Misery;2007
B4005;Stephen King;Misery;2005
B4006;Stephen King;Misery;1999
B4007;Stephen King;The Dark Tower;1999
B4008;Stephen King;The Dark Tower;1998
B4009;Stephen King;The Dark Tower;2002
B4010;Stephen King;The Dark Tower;2000
B4011;Stephen King;The Dark Tower;1994
B4012;Isaac Asimov;Foundation;1966
B4013;Isaac Asimov;Foundation;1959
B4014;Isaac Asimov;I, Robot;1954
B4015;Isaac Asimov;I, Robot;1951
B4016;Isaac Asimov;The End of Eternity;1972
B4017;Isaac Asimov;The End of Eternity;1960
B4018;Jane Austen;Pride and Prejudice;1818
B4019;Jane Austen;Pride and Prejudice;1830
B4020;Jane Austen;Pride and Prejudice;1827
B4021;Jane Austen;Pride and Prejudice;1817
B4022;Jane Austen;Emma;1815
B4023;Jane Austen;Emma;1815
B4024;Jane Austen;Emma;1816
B4025;Jane Austen;Sense and Sensibility;1831
B4026;Jane Austen;Sense and Sensibility;1829
B4027;Jane Austen;Sense and Sensibility;1825
B4028;Jane Austen;Sense and Sensibility;1812
B4029;Jane Austen;Sense and Sensibility;1819
B4030;George Orwell;1984;1968
B4031;George Orwell;1984;1969
B4032;George Orwell;1984;1969
B4033;George Orwell;1984;1954
B4034;George Orwell;Animal Farm;1961
B4035;George Orwell;Animal Farm;1947
B4036;George Orwell;Animal Farm;1959
B4037;George Orwell;Animal Farm;1945
B4038;George Orwell;Animal Farm;1948
B4039;Charles Dickens;A Tale of Two Cities;1877
B4040;Charles Dickens;A Tale of Two Cities;1879
B4041;Charles Dickens;A Tale of Two Cities;1870
B4042;Charles Dickens;A Tale of Two Cities;1873
B4043;Charles Dickens;A Tale of Two Cities;1879
B4044;Charles Dickens;Great Expectations;1864
B4045;Charles Dickens;Great Expectations;1879
B4046;Charles Dickens;Great Expectations;1879
B4047;Charles Dickens;Great Expectations;1862
B4048;Charles Dickens;Great Expectations;1861
B4049;Charles Dickens;Oliver Twist;1848
B4050;Charles Dickens;Oliver Twist;1844
B4051;Charles Dickens;Oliver Twist;1839
B4052;Charles Dickens;Oliver Twist;1857
B4053;Mark Twain;The Adventures of Tom Sawyer;1878
B4054;Mark Twain;The Adventures of Tom Sawyer;1885
B4055;Mark Twain;Adventures of Huckleberry Finn;1901
B4056;Mark Twain;Adventures of Huckleberry Finn;1893
B4057;Mark Twain;Adventures of Huckleberry Finn;1885
B4058;Mark Twain;Adventures of Huckleberry Finn;1888
B4059;Mark Twain;Adventures of Huckleberry Finn;1887
B4060;Virginia Woolf;Mrs Dalloway;1934
B4061;Virginia Woolf;Mrs Dalloway;1944
B4062;Virginia Woolf;Mrs Dalloway;1928
B4063;Virginia Woolf;Mrs Dalloway;1925
B4064;Virginia Woolf;To the Lighthouse;1937
B4065;Virginia Woolf;To the Lighthouse;1937
B4066;Virginia Woolf;To the Lighthouse;1942
B4067;Virginia Woolf;Orlando;1934
B4068;Virginia Woolf;Orlando;1936
B4069;Virginia Woolf;Orlando;1935
B4070;Virginia Woolf;Orlando;1934
B4071;Virginia Woolf;Orlando;1942
B4072;J.R.R. Tolkien;The Hobbit;1951
B4073;J.R.R. Tolkien;The Hobbit;1952
B4074;J.R.R. Tolkien;The Hobbit;1956
B4075;J.R.R. Tolkien;The Hobbit;1944
B4076;J.R.R. Tolkien;The Hobbit;1950
B4077;J.R.R. Tolkien;The Fellowship of the Ring;1962
B4078;J.R.R. Tolkien;The Fellowship of the Ring;1960
B4079;J.R.R. Tolkien;The Fellowship of the Ring;1954
B4080;J.R.R. Tolkien;The Fellowship of the Ring;1973
B4081;J.R.R. Tolkien;The Fellowship of the Ring;1962
B4082;J.R.R. Tolkien;The Two Towers;1966
B4083;J.R.R. Tolkien;The Two Towers;1961
B4084;J.R.R. Tolkien;The Two Towers;1970
B4085;J.R.R. Tolkien;The Return of the King;1956
B4086;J.R.R. Tolkien;The Return of the King;1969
B4087;J.R.R. Tolkien;The Return of the King;1959
B4088;J.R.R. Tolkien;The Return of the King;1966
B4089;Agatha Christie;Murder on the Orient Express;1946
B4090;Agatha Christie;Murder on the Orient Express;1942
B4091;Agatha Christie;Death on the Nile;1951
B4092;Agatha Christie;Death on the Nile;1944
B4093;Agatha Christie;Death on the Nile;1947
B4094;Agatha Christie;The Murder of Roger Ackroyd;1928
B4095;Agatha Christie;The Murder of Roger Ackroyd;1926
B4096;Agatha Christie;The Murder of Roger Ackroyd;1932
B4097;Agatha Christie;The Murder of Roger Ackroyd;1943
B4098;Agatha Christie;The Murder of Roger Ackroyd;1942
B4099;Leo Tolstoy;War and Peace;1878
B4100;Leo Tolstoy;War and Peace;1875
B4101;Leo Tolstoy;Anna Karenina;1878
B4102;Leo Tolstoy;Anna Karenina;1884
B4103;Leo Tolstoy;Anna Karenina;1879
B4104;Leo Tolstoy;Anna Karenina;1885
B4105;Stephen King;The Shining;1988
B4106;Stephen King;The Shining;1991
B4107;Stephen King;The Shining;1980
B4108;Stephen King;The Shining;1997
B4109;Stephen King;It;2005
B4110;Stephen King;It;1999
B4111;Stephen King;It;2005
B4112;Stephen King;It;2001
B4113;Stephen King;It;1993
B4114;Stephen King;Misery;1990
B4115;Stephen King;Misery;1991
B4116;Stephen King;Misery;1996
B4117;Stephen King;Misery;1995
B4118;Stephen King;The Dark Tower;1992
B4119;Stephen King;The Dark Tower;1995
B4120;Stephen King;The Dark Tower;1990
B4121;Stephen King;The Dark Tower;1986
B4122;Isaac Asimov;Foundation;1953
B4123;Isaac Asimov;Foundation;1964
B4124;Isaac Asimov;Foundation;1968
B4125;Isaac Asimov;Foundation;1965
B4126;Isaac Asimov;Foundation;1967
B4127;Isaac Asimov;I, Robot;1953
B4128;Isaac Asimov;I, Robot;1954
B4129;Isaac Asimov;I, Robot;1952
B4130;Isaac Asimov;The End of Eternity;1967
B4131;Isaac Asimov;The End of Eternity;1969
B4132;Isaac Asimov;The End of Eternity;1964
B4133;Isaac Asimov;The End of Eternity;1970
B4134;Jane Austen;Pride and Prejudice;1830
B4135;Jane Austen;Pride and Prejudice;1829
B4136;Jane Austen;Pride and Prejudice;1814
B4137;Jane Austen;Emma;1828
B4138;Jane Austen;Emma;1830
B4139;Jane Austen;Emma;1831
B4140;Jane Austen;Emma;1832
B4141;Jane Austen;Emma;1830
B4142;Jane Austen;Sense and Sensibility;1831
B4143;Jane Austen;Sense and Sensibility;1824
B4144;George Orwell;1984;1963
B4145;George Orwell;1984;1959
B4146;George Orwell;1984;1957
B4147;George Orwell;1984;1961
B4148;George Orwell;Animal Farm;1962
B4149;George Orwell;Animal Farm;1961
B4150;George Orwell;Animal Farm;1964
B4151;George Orwell;Animal Farm;1951
B4152;George Orwell;Animal Farm;1962
B4153;Charles Dickens;A Tale of Two Cities;1871
B4154;Charles Dickens;A Tale of Two Cities;1872
B4155;Charles Dickens;A Tale of Two Cities;1869
B4156;Charles Dickens;Great Expectations;1880
B4157;Charles Dickens;Great Expectations;1872
B4158;Charles Dickens;Great Expectations;1862
B4159;Charles Dickens;Oliver Twist;1849
B4160;Charles Dickens;Oliver Twist;1839
B4161;Charles Dickens;Oliver Twist;1849
B4162;Charles Dickens;Oliver Twist;1843
B4163;Mark Twain;The Adventures of Tom Sawyer;1892
B4164;Mark Twain;The Adventures of Tom Sawyer;1882
B4165;Mark Twain;The Adventures of Tom Sawyer;1877
B4166;Mark Twain;Adventures of Huckleberry Finn;1892
B4167;Mark Twain;Adventures of Huckleberry Finn;1887
B4168;Mark Twain;Adventures of Huckleberry Finn;1900
B4169;Mark Twain;Adventures of Huckleberry Finn;1903
B4170;Virginia Woolf;Mrs Dalloway;1945
B4171;Virginia Woolf;Mrs Dalloway;1940
B4172;Virginia Woolf;To the Lighthouse;1932
B4173;Virginia Woolf;To the Lighthouse;1935
B4174;Virginia Woolf;Orlando;1936
B4175;Virginia Woolf;Orlando;1943
B4176;Virginia Woolf;Orlando;1930
B4177;Virginia Woolf;Orlando;1931
B4178;J.R.R. Tolkien;The Hobbit;1938
B4179;J.R.R. Tolkien;The Hobbit;1937
B4180;J.R.R. Tolkien;The Hobbit;1947
B4181;J.R.R. Tolkien;The Fellowship of the Ring;1959
B4182;J.R.R. Tolkien;The Fellowship of the Ring;1966
B4183;J.R.R. Tolkien;The Fellowship of the Ring;1971
B4184;J.R.R. Tolkien;The Fellowship of the Ring;1962
B4185;J.R.R. Tolkien;The Two Towers;1970
B4186;J.R.R. Tolkien;The Two Towers;1969
B4187;J.R.R. Tolkien;The Two Towers;1973
B4188;J.R.R. Tolkien;The Return of the King;1955
B4189;J.R.R. Tolkien;The Return of the King;1965
B4190;J.R.R. Tolkien;The Return of the King;1971
B4191;Agatha Christie;Murder on the Orient Express;1946
B4192;Agatha Christie;Murder on the Orient Express;1937
B4193;Agatha Christie;Murder on the Orient Express;1935
B4194;Agatha Christie;Murder on the Orient Express;1953
B4195;Agatha Christie;Murder on the Orient Express;1938
B4196;Agatha Christie;Death on the Nile;1945
B4197;Agatha Christie;Death on the Nile;1951
B4198;Agatha Christie;Death on the Nile;1948
B4199;Agatha Christie;Death on the Nile;1939
B4200;Agatha Christie;The Murder of Roger Ackroyd;1940
B4201;Agatha Christie;The Murder of Roger Ackroyd;1932
B4202;Agatha Christie;The Murder of Roger Ackroyd;1943
B4203;Agatha Christie;The Murder of Roger Ackroyd;1932
B4204;Agatha Christie;The Murder of Roger Ackroyd;1928
B4205;Leo Tolstoy;War and Peace;1884
B4206;Leo Tolstoy;War and Peace;1879
B4207;Leo Tolstoy;Anna Karenina;1886
B4208;Leo Tolstoy;Anna Karenina;1887
B4209;Leo Tolstoy;Anna Karenina;1886
B4210;Stephen King;The Shining;1984
B4211;Stephen King;The Shining;1987
B4212;Stephen King;It;1998
B4213;Stephen King;It;1988
B4214;Stephen King;It;1995
B4215;Stephen King;Misery;2007
B4216;Stephen King;Misery;1988
B4217;Stephen King;Misery;1989
B4218;Stephen King;Misery;1994
B4219;Stephen King;The Dark Tower;1987
B4220;Stephen King;The Dark Tower;2001
B4221;Stephen King;The Dark Tower;2000
B4222;Stephen King;The Dark Tower;1994
B4223;Isaac Asimov;Foundation;1964
B4224;Isaac Asimov;Foundation;1951
B4225;Isaac Asimov;Foundation;1951
B4226;Isaac Asimov;Foundation;1958
B4227;Isaac Asimov;Foundation;1964
B4228;Isaac Asimov;I, Robot;1967
B4229;Isaac Asimov;I, Robot;1962
B4230;Isaac Asimov;The End of Eternity;1957
B4231;Isaac Asimov;The End of Eternity;1965
B4232;Jane Austen;Pride and Prejudice;1814
B4233;Jane Austen;Pride and Prejudice;1833
B4234;Jane Austen;Pride and Prejudice;1825
B4235;Jane Austen;Emma;1823
B4236;Jane Austen;Emma;1829
B4237;Jane Austen;Emma;1834
B4238;Jane Austen;Emma;1823
B4239;Jane Austen;Emma;1834
B4240;Jane Austen;Sense and Sensibility;1824
B4241;Jane Austen;Sense and Sensibility;1827
B4242;Jane Austen;Sense and Sensibility;1831
B4243;Jane Austen;Sense and Sensibility;1817
B4244;George Orwell;1984;1965
B4245;George Orwell;1984;1968
B4246;George Orwell;1984;1965
B4247;George Orwell;1984;1958
B4248;George Orwell;Animal Farm;1948
B4249;George Orwell;Animal Farm;1956
B4250;Charles Dickens;A Tale of Two Cities;1866
B4251;Charles Dickens;A Tale of Two Cities;1864
B4252;Charles Dickens;Great Expectations;1874
B4253;Charles Dickens;Great Expectations;1862
B4254;Charles Dickens;Great Expectations;1875
B4255;Charles Dickens;Great Expectations;1869
B4256;Charles Dickens;Great Expectations;1861
B4257;Charles Dickens;Oliver Twist;1844
B4258;Charles Dickens;Oliver Twist;1842
B4259;Charles Dickens;Oliver Twist;1838
B4260;Charles Dickens;Oliver Twist;1855
B4261;Charles Dickens;Oliver Twist;1855
B4262;Mark Twain;The Adventures of Tom Sawyer;1886
B4263;Mark Twain;The Adventures of Tom Sawyer;1888
B4264;Mark Twain;The Adventures of Tom Sawyer;1895
B4265;Mark Twain;The Adventures of Tom Sawyer;1895
B4266;Mark Twain;Adventures of Huckleberry Finn;1892
B4267;Mark Twain;Adventures of Huckleberry Finn;1892
B4268;Virginia Woolf;Mrs Dalloway;1938
B4269;Virginia Woolf;Mrs Dalloway;1927
B4270;Virginia Woolf;Mrs Dalloway;1935
B4271;Virginia Woolf;Mrs Dalloway;1940
B4272;Virginia Woolf;To the Lighthouse;1932
B4273;Virginia Woolf;To the Lighthouse;1944
B4274;Virginia Woolf;To the Lighthouse;1933
B4275;Virginia Woolf;To the Lighthouse;1944
B4276;Virginia Woolf;To the Lighthouse;1947
B4277;Virginia Woolf;Orlando;1934
B4278;Virginia Woolf;Orlando;1940
B4279;Virginia Woolf;Orlando;1937
B4280;Virginia Woolf;Orlando;1941
B4281;Virginia Woolf;Orlando;1932
B4282;J.R.R. Tolkien;The Hobbit;1953
B4283;J.R.R. Tolkien;The Hobbit;1942
B4284;J.R.R. Tolkien;The Hobbit;1940
B4285;J.R.R. Tolkien;The Hobbit;1952
B4286;J.R.R. Tolkien;The Hobbit;1949
B4287;J.R.R. Tolkien;The Fellowship of the Ring;1957
B4288;J.R.R. Tolkien;The Fellowship of the Ring;1955
B4289;J.R.R. Tolkien;The Fellowship of the Ring;1964
B4290;J.R.R. Tolkien;The Two Towers;1957
B4291;J.R.R. Tolkien;The Two Towers;1968
B4292;J.R.R. Tolkien;The Return of the King;1964
B4293;J.R.R. Tolkien;The Return of the King;1967
B4294;J.R.R. Tolkien;The Return of the King;1967
B4295;J.R.R. Tolkien;The Return of the King;1956
B4296;J.R.R. Tolkien;The Return of the King;1957
B4297;Agatha Christie;Murder on the Orient Express;1940
B4298;Agatha Christie;Murder on the Orient Express;1948
B4299;Agatha Christie;Murder on the Orient Express;1950
B4300;Agatha Christie;Murder on the Orient Express;1939
B4301;Agatha Christie;Death on the Nile;1946
B4302;Agatha Christie;Death on the Nile;1948
B4303;Agatha Christie;Death on the Nile;1942
B4304;Agatha Christie;Death on the Nile;1940
B4305;Agatha Christie;The Murder of Roger Ackroyd;1937
B4306;Agatha Christie;The Murder of Roger Ackroyd;1938
B4307;Leo Tolstoy;War and Peace;1888
B4308;Leo Tolstoy;War and Peace;1888
B4309;Leo Tolstoy;War and Peace;1882
B4310;Leo Tolstoy;War and Peace;1881
B4311;Leo Tolstoy;Anna Karenina;1890
B4312;Leo Tolstoy;Anna Karenina;1887
B4313;Leo Tolstoy;Anna Karenina;1894
B4314;Stephen King;The Shining;1988
B4315;Stephen King;The Shining;1979
B4316;Stephen King;The Shining;1984
B4317;Stephen King;The Shining;1995
B4318;Stephen King;It;1994
B4319;Stephen King;It;2001
B4320;Stephen King;It;1996
B4321;Stephen King;Misery;1997
B4322;Stephen King;Misery;1996
B4323;Stephen King;Misery;1998
B4324;Stephen King;Misery;1997
B4325;Stephen King;The Dark Tower;1987
B4326;Stephen King;The Dark Tower;1998
B4327;Stephen King;The Dark Tower;1995
B4328;Isaac Asimov;Foundation;1958
B4329;Isaac Asimov;Foundation;1964
B4330;Isaac Asimov;I, Robot;1966
B4331;Isaac Asimov;I, Robot;1970
B4332;Isaac Asimov;I, Robot;1963
B4333;Isaac Asimov;The End of Eternity;1960
B4334;Isaac Asimov;The End of Eternity;1960
B4335;Isaac Asimov;The End of Eternity;1972
B4336;Jane Austen;Pride and Prejudice;1817
B4337;Jane Austen;Pride and Prejudice;1831
B4338;Jane Austen;Pride and Prejudice;1813
B4339;Jane Austen;Pride and Prejudice;1814
B4340;Jane Austen;Emma;1817
B4341;Jane Austen;Emma;1827
B4342;Jane Austen;Emma;1820
B4343;Jane Austen;Sense and Sensibility;1819
B4344;Jane Austen;Sense and Sensibility;1831
B4345;Jane Austen;Sense and Sensibility;1824
B4346;Jane Austen;Sense and Sensibility;1819
B4347;George Orwell;1984;1957
B4348;George Orwell;1984;1949
B4349;George Orwell;1984;1969
B4350;George Orwell;1984;1968
B4351;George Orwell;Animal Farm;1945
B4352;George Orwell;Animal Farm;1950
B4353;George Orwell;Animal Farm;1952
B4354;George Orwell;Animal Farm;1959
B4355;Charles Dickens;A Tale of Two Cities;1879
B4356;Charles Dickens;A Tale of Two Cities;1876
B4357;Charles Dickens;A Tale of Two Cities;1875
B4358;Charles Dickens;Great Expectations;1877
B4359;Charles Dickens;Great Expectations;1865
B4360;Charles Dickens;Oliver Twist;1852
B4361;Charles Dickens;Oliver Twist;1848
B4362;Charles Dickens;Oliver Twist;1848
B4363;Mark Twain;The Adventures of Tom Sawyer;1877
B4364;Mark Twain;The Adventures of Tom Sawyer;1896
B4365;Mark Twain;The Adventures of Tom Sawyer;1879
B4366;Mark Twain;The Adventures of Tom Sawyer;1880
B4367;Mark Twain;Adventures of Huckleberry Finn;1898
B4368;Mark Twain;Adventures of Huckleberry Finn;1904
B4369;Virginia Woolf;Mrs Dalloway;1932
B4370;Virginia Woolf;Mrs Dalloway;1925
B4371;Virginia Woolf;Mrs Dalloway;1935
B4372;Virginia Woolf;Mrs Dalloway;1936
B4373;Virginia Woolf;Mrs Dalloway;1927
B4374;Virginia Woolf;To the Lighthouse;1927
B4375;Virginia Woolf;To the Lighthouse;1938
B4376;Virginia Woolf;Orlando;1943
B4377;Virginia Woolf;Orlando;1928
B4378;J.R.R. Tolkien;The Hobbit;1937
B4379;J.R.R. Tolkien;The Hobbit;1952
B4380;J.R.R. Tolkien;The Hobbit;1942
B4381;J.R.R. Tolkien;The Hobbit;1941
B4382;J.R.R. Tolkien;The Fellowship of the Ring;1955
B4383;J.R.R. Tolkien;The Fellowship of the Ring;1963
B4384;J.R.R. Tolkien;The Two Towers;1963
B4385;J.R.R. Tolkien;The Two Towers;1967
B4386;J.R.R. Tolkien;The Two Towers;1954
B4387;J.R.R. Tolkien;The Return of the King;1970
B4388;J.R.R. Tolkien;The Return of the King;1956
B4389;Agatha Christie;Murder on the Orient Express;1947
B4390;Agatha Christie;Murder on the Orient Express;1949
B4391;Agatha Christie;Death on the Nile;1946
B4392;Agatha Christie;Death on the Nile;1940
B4393;Agatha Christie;Death on the Nile;1947
B4394;Agatha Christie;Death on the Nile;1948
B4395;Agatha Christie;The Murder of Roger Ackroyd;1939
B4396;Agatha Christie;The Murder of Roger Ackroyd;1940
B4397;Agatha Christie;The Murder of Roger Ackroyd;1937
B4398;Leo Tolstoy;War and Peace;1883
B4399;Leo Tolstoy;War and Peace;1869
B4400;Leo Tolstoy;War and Peace;1885
B4401;Leo Tolstoy;War and Peace;1882
B4402;Leo Tolstoy;War and Peace;1884
B4403;Leo Tolstoy;Anna Karenina;1894
B4404;Leo Tolstoy;Anna Karenina;1887
B4405;Leo Tolstoy;Anna Karenina;1879
B4406;Leo Tolstoy;Anna Karenina;1886
B4407;Stephen King;The Shining;1991
B4408;Stephen King;The Shining;1982
B4409;Stephen King;The Shining;1983
B4410;Stephen King;The Shining;1989
B4411;Stephen King;It;1986
B4412;Stephen King;It;2005
B4413;Stephen King;It;1996
B4414;Stephen King;It;2006
B4415;Stephen King;Misery;2004
B4416;Stephen King;Misery;2005
B4417;Stephen King;Misery;1990
B4418;Stephen King;Misery;2001
B4419;Stephen King;The Dark Tower;1990
B4420;Stephen King;The Dark Tower;1982
B4421;Stephen King;The Dark Tower;1991
B4422;Isaac Asimov;Foundation;1969
B4423;Isaac Asimov;Foundation;1964
B4424;Isaac Asimov;Foundation;1952
B4425;Isaac Asimov;I, Robot;1963
B4426;Isaac Asimov;I, Robot;1954
B4427;Isaac Asimov;I, Robot;1954
B4428;Isaac Asimov;I, Robot;1957
B4429;Isaac Asimov;I, Robot;1962
B4430;Isaac Asimov;The End of Eternity;1956
B4431;Isaac Asimov;The End of Eternity;1956
B4432;Isaac Asimov;The End of Eternity;1971
B4433;Isaac Asimov;The End of Eternity;1967
B4434;Isaac Asimov;The End of Eternity;1971
B4435;Jane Austen;Pride and Prejudice;1813
B4436;Jane Austen;Pride and Prejudice;1823
B4437;Jane Austen;Pride and Prejudice;1819
B4438;Jane Austen;Pride and Prejudice;1832
B4439;Jane Austen;Pride and Prejudice;1823
B4440;Jane Austen;Emma;1825
B4441;Jane Austen;Emma;1820
B4442;Jane Austen;Emma;1834
B4443;Jane Austen;Emma;1835
B4444;Jane Austen;Sense and Sensibility;1831
B4445;Jane Austen;Sense and Sensibility;1829
B4446;Jane Austen;Sense and Sensibility;1829
B4447;George Orwell;1984;1957
B4448;George Orwell;1984;1968
B4449;George Orwell;Animal Farm;1953
B4450;George Orwell;Animal Farm;1948
B4451;George Orwell;Animal Farm;1959
B4452;Charles Dickens;A Tale of Two Cities;1863
B4453;Charles Dickens;A Tale of Two Cities;1865
B4454;Charles Dickens;A Tale of Two Cities;1870
B4455;Charles Dickens;A Tale of Two Cities;1863
B4456;Charles Dickens;A Tale of Two Cities;1876
B4457;Charles Dickens;Great Expectations;1871
B4458;Charles Dickens;Great Expectations;1870
B4459;Charles Dickens;Great Expectations;1870
B4460;Charles Dickens;Oliver Twist;1850
B4461;Charles Dickens;Oliver Twist;1839
B4462;Charles Dickens;Oliver Twist;1851
B4463;Charles Dickens;Oliver Twist;1846
B4464;Charles Dickens;Oliver Twist;1839
B4465;Mark Twain;The Adventures of Tom Sawyer;1892
B4466;Mark Twain;The Adventures of Tom Sawyer;1889
B4467;Mark Twain;The Adventures of Tom Sawyer;1888
B4468;Mark Twain;Adventures of Huckleberry Finn;1892
B4469;Mark Twain;Adventures of Huckleberry Finn;1888
B4470;Mark Twain;Adventures of Huckleberry Finn;1898
B4471;Virginia Woolf;Mrs Dalloway;1928
B4472;Virginia Woolf;Mrs Dalloway;1943
B4473;Virginia Woolf;Mrs Dalloway;1925
B4474;Virginia Woolf;Mrs Dalloway;1943
B4475;Virginia Woolf;Mrs Dalloway;1927
B4476;Virginia Woolf;To the Lighthouse;1942
B4477;Virginia Woolf;To the Lighthouse;1942
B4478;Virginia Woolf;Orlando;1940
B4479;Virginia Woolf;Orlando;1945
B4480;Virginia Woolf;Orlando;1937
B4481;J.R.R. Tolkien;The Hobbit;1954
B4482;J.R.R. Tolkien;The Hobbit;1950
B4483;J.R.R. Tolkien;The Fellowship of the Ring;1973
B4484;J.R.R. Tolkien;The Fellowship of the Ring;1957
B4485;J.R.R. Tolkien;The Two Towers;1968
B4486;J.R.R. Tolkien;The Two Towers;1958
B4487;J.R.R. Tolkien;The Two Towers;1961
B4488;J.R.R. Tolkien;The Two Towers;1969
B4489;J.R.R. Tolkien;The Two Towers;1959
B4490;J.R.R. Tolkien;The Return of the King;1965
B4491;J.R.R. Tolkien;The Return of the King;1973
B4492;J.R.R. Tolkien;The Return of the King;1971
B4493;J.R.R. Tolkien;The Return of the King;1969
B4494;Agatha Christie;Murder on the Orient Express;1939
B4495;Agatha Christie;Murder on the Orient Express;1945
B4496;Agatha Christie;Murder on the Orient Express;1934
B4497;Agatha Christie;Murder on the Orient Express;1943
B4498;Agatha Christie;Death on the Nile;1955
B4499;Agatha Christie;Death on the Nile;1954
B4500;Agatha Christie;Death on the Nile;1942
B4501;Agatha Christie;The Murder of Roger Ackroyd;1927
B4502;Agatha Christie;The Murder of Roger Ackroyd;1926
B4503;Agatha Christie;The Murder of Roger Ackroyd;1941
B4504;Leo Tolstoy;War and Peace;1883
B4505;Leo Tolstoy;War and Peace;1879
B4506;Leo Tolstoy;War and Peace;1883
B4507;Leo Tolstoy;War and Peace;1879
B4508;Leo Tolstoy;War and Peace;1885
B4509;Leo Tolstoy;Anna Karenina;1886
B4510;Leo Tolstoy;Anna Karenina;1896
B4511;Leo Tolstoy;Anna Karenina;1886
B4512;Stephen King;The Shining;1977
B4513;Stephen King;The Shining;1986
B4514;Stephen King;The Shining;1988
B4515;Stephen King;The Shining;1977
B4516;Stephen King;It;1995
B4517;Stephen King;It;1994
B4518;Stephen King;Misery;2003
B4519;Stephen King;Misery;1998
B4520;Stephen King;Misery;2005
B4521;Stephen King;Misery;2000
B4522;Stephen King;Misery;1994
B4523;Stephen King;The Dark Tower;1995
B4524;Stephen King;The Dark Tower;1987
B4525;Isaac Asimov;Foundation;1953
B4526;Isaac Asimov;Foundation;1951
B4527;Isaac Asimov;Foundation;1967
B4528;Isaac Asimov;Foundation;1959
B4529;Isaac Asimov;I, Robot;1964
B4530;Isaac Asimov;I, Robot;1959
B4531;Isaac Asimov;I, Robot;1960
B4532;Isaac Asimov;I, Robot;1953
B4533;Isaac Asimov;I, Robot;1951
B4534;Isaac Asimov;The End of Eternity;1957
B4535;Isaac Asimov;The End of Eternity;1973
B4536;Isaac Asimov;The End of Eternity;1966
